assumption_id,assumption_title,scenario,company,year,metric,value,unit,derivation_type,confidence,formula_or_rule,why_this_number,source_ids,assumption_ids,replacement_path
A05,inference_power_share,Bear,xAI,2030,inference_power_share,0.6,share of AI IT load,Scenario allocation,Medium-Low,inference_gw = ai_it_load_gw * inference_power_share,Grok product expansion is modeled to shift capacity toward inference after initial training-heavy operation.,SRC_XAI_MODELS; SRC_XAI_NVIDIA_COLOSSUS; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,ASSUMP_CLUSTER_RAMP; ASSUMP_CLOSED_MODEL_BAND; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider-specific inference/training workload power telemetry.
A05,inference_power_share,Bear,xAI,2030,inference_gw,0.857,GW,Derived formula,Medium-Low,ai_it_load_gw * inference_power_share,This is the operational power eligible to become commercial generated output tokens through the selected TPS/MW proxy.,SRC_XAI_MODELS; SRC_XAI_NVIDIA_COLOSSUS,ASSUMP_CLUSTER_RAMP; ASSUMP_CLOSED_MODEL_BAND; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after AI allocation or inference-share evidence changes.
A06,training_power_share,Bear,xAI,2030,training_power_share,0.4,share of AI IT load,Derived allocation,Medium-Low,1 - inference_power_share,Training receives the complementary modeled AI IT allocation; it is not a disclosed company workload split.,SRC_XAI_MODELS; SRC_XAI_NVIDIA_COLOSSUS; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,ASSUMP_CLUSTER_RAMP; ASSUMP_CLOSED_MODEL_BAND; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider-specific inference/training workload power telemetry.
A06,training_power_share,Bear,xAI,2030,training_gw,0.571,GW,Derived formula,Medium-Low,ai_it_load_gw * training_power_share,Training GW is shown separately so commercial inference token capacity is not overstated.,SRC_XAI_MODELS; SRC_XAI_NVIDIA_COLOSSUS,ASSUMP_CLUSTER_RAMP; ASSUMP_CLOSED_MODEL_BAND; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after AI allocation or workload-split evidence changes.
A08,tokens_per_second_per_mw,Bear,xAI,2030,tokens_per_second_per_mw,241283,generated output tokens/sec/MW,Derived estimate + benchmark calibration,Medium-Low,fleet_reference_tps_per_mw * commercial_workload_fit_factor,"GPT-OSS 120B B200 output-token benchmark proxy pending a comparable Grok serving benchmark. Common filter: B200, single_turn, ISL=1024, OSL=1024, output_tok_s_mw p50. Commercial workload fit factor: Grok is closed and reasoning/product workload mix is not matched to the GPT-OSS benchmark row.",SRC_XAI_MODELS; SRC_XAI_NVIDIA_COLOSSUS; SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_CLUSTER_RAMP; ASSUMP_CLOSED_MODEL_BAND; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Comparable production output-token throughput with model, hardware, precision, ISL/OSL and SLO matched."
A01,contracted_power_gw,Bear,OpenAI,2026,contracted_power_gw,5.0,GW,Fact anchor + scenario ceiling,Medium,linear interpolation between 2026 and 2030 company capacity endpoints,2030 envelope is bounded by official Stargate planned/committed capacity; 2026 and timing remain staged scenario values.,SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_STARGATE_RAMP,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company/site-level committed MW/GW, interconnect and contract disclosure."
A02,active_power_gw,Bear,OpenAI,2026,operational_deployment_share,0.252,share,Scenario conversion,Medium,active_power_gw / contracted_power_gw,This is the single explicit conversion from contracted/attributed capacity to operationally usable capacity.,SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_STARGATE_RAMP,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Energized operational capacity divided by contracted/attributed capacity.
A02,active_power_gw,Bear,OpenAI,2026,active_power_gw,1.26,GW,Derived scenario,Medium,contracted_power_gw * operational_deployment_share,Official capacity announcements are converted to active GW only through energization/GPU-deployment ramp assumptions.,SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_STARGATE_RAMP,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Energization dates, accelerator deliveries and operational powered-rack telemetry."
A03,pue,Bear,OpenAI,2026,pue,1.2,ratio,Scenario parameter,Medium,it_load_gw = active_power_gw / pue,No provider-wide site-level PUE is used as a disclosed fact; PUE represents facility-to-IT conversion within the scenario.,ASSUMP_POWER_RAMP,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Site-level measured PUE matched to attributed AI capacity.
A02,active_power_gw,Bear,OpenAI,2026,it_load_gw,1.05,GW,Derived formula,Medium,active_power_gw / pue,Facility power is converted to IT-deliverable power before attributing AI workloads.,SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_STARGATE_RAMP,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute once active power and PUE become site-observable.
A04,ai_workload_share,Bear,OpenAI,2026,ai_workload_share,0.88,share,Scenario allocation,Medium,ai_it_load_gw = it_load_gw * ai_workload_share,"Stargate capacity is AI-oriented but includes reserve, platform and non-token AI activity; 88% is a scenario.",SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Model-owner AI workload allocation or cluster scheduling telemetry.
A04,ai_workload_share,Bear,OpenAI,2026,ai_it_load_gw,0.924,GW,Derived formula,Medium,it_load_gw * ai_workload_share,Only the AI-attributed portion of IT load enters training/inference allocation.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after ai_workload_share is replaced by telemetry.
A11,gpu_asic_mix,Bear,OpenAI,2026,gpu_share,1.0,share of inference-serving accelerator load,Numeric scenario,Medium,gpu_share interpolated from company 2026/2030 accelerator-mix endpoints,OpenAI states Oracle began delivering NVIDIA GB200 racks for Stargate. No operated custom-ASIC mix is publicly quantified in the model.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,OpenAI hardware allocation and output-token throughput by model/product surface.
A11,gpu_asic_mix,Bear,OpenAI,2026,h200_share,0.55,share of inference-serving accelerator load,Editable numeric scenario,Medium,h200_share = gpu_share * default_gpu_generation_mix_h200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bear,OpenAI,2026,b200_share,0.4,share of inference-serving accelerator load,Editable numeric scenario,Medium,b200_share = gpu_share * default_gpu_generation_mix_b200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bear,OpenAI,2026,gb200_share,0.05,share of inference-serving accelerator load,Editable numeric scenario,Medium,gb200_share = gpu_share * default_gpu_generation_mix_gb200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bear,OpenAI,2026,purpose_built_accelerator_share,0.0,share of inference-serving accelerator load,Numeric scenario,Medium,1 - gpu_share,Purpose-built bucket: No disclosed operated custom ASIC share. OpenAI states Oracle began delivering NVIDIA GB200 racks for Stargate. No operated custom-ASIC mix is publicly quantified in the model.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,OpenAI hardware allocation and output-token throughput by model/product surface.
A08,tokens_per_second_per_mw,Bear,OpenAI,2026,fleet_reference_tps_per_mw,529367,generated output tokens/sec/MW,Fleet-weighted public benchmark reference,Medium,h200_share*h200_reference + b200_share*b200_reference + gb200_share*gb200_reference + purpose_built_share*purpose_built_reference,"Selected InferenceX proxy model: gptoss120b. Each GPU-generation reference is public benchmark input or documented B200 placeholder, not measured company production throughput.",SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Comparable production output-token throughput or a more closely matched benchmark.
A08,tokens_per_second_per_mw,Bear,OpenAI,2026,commercial_workload_fit_factor,0.3,share of public reference throughput,Scenario assumption,Medium,reference_serving_tps_per_mw = fleet_reference_tps_per_mw * commercial_workload_fit_factor,"Commercial workload class: GPT / ChatGPT / API with reasoning mix. Closed-model, reasoning, long-context and SLO mismatch is made explicit rather than hiding it in the benchmark.",SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Matched commercial serving benchmark by product surface, context shape and latency SLO."
A08,tokens_per_second_per_mw,Bear,OpenAI,2026,reference_serving_tps_per_mw,158810,generated output tokens/sec/MW,Workload-adjusted benchmark proxy,Medium,fleet_reference_tps_per_mw * commercial_workload_fit_factor,This is the coefficient used for headline token generation; it is intentionally below the raw public reference unless the commercial workload is closely matched.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider production output-token throughput with comparable workload/SLO.
A08,tokens_per_second_per_mw,Bear,OpenAI,2026,purpose_built_tps_per_mw,217482,generated output tokens/sec/MW,Conservative no-uplift proxy,Medium,purpose_built_tps_per_mw = purpose_built_reference_tps_per_mw * commercial_workload_fit_factor until comparable output-token benchmark is adopted,No comparable public output-token/MW row adopted; B200 public reference placeholder is used and remains editable.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Matched-workload generated-output benchmark for the provider purpose-built accelerator.
A05,inference_power_share,Bear,OpenAI,2026,inference_power_share,0.5,share of AI IT load,Scenario allocation,Medium,inference_gw = ai_it_load_gw * inference_power_share,ChatGPT/API/enterprise commercial surfaces support increasing inference allocation while training remains material.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider-specific inference/training workload power telemetry.
A05,inference_power_share,Bear,OpenAI,2026,inference_gw,0.462,GW,Derived formula,Medium,ai_it_load_gw * inference_power_share,This is the operational power eligible to become commercial generated output tokens through the selected TPS/MW proxy.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after AI allocation or inference-share evidence changes.
A06,training_power_share,Bear,OpenAI,2026,training_power_share,0.5,share of AI IT load,Derived allocation,Medium,1 - inference_power_share,Training receives the complementary modeled AI IT allocation; it is not a disclosed company workload split.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider-specific inference/training workload power telemetry.
A06,training_power_share,Bear,OpenAI,2026,training_gw,0.462,GW,Derived formula,Medium,ai_it_load_gw * training_power_share,Training GW is shown separately so commercial inference token capacity is not overstated.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after AI allocation or workload-split evidence changes.
A08,tokens_per_second_per_mw,Bear,OpenAI,2026,tokens_per_second_per_mw,158810,generated output tokens/sec/MW,Derived estimate + benchmark calibration,Medium,fleet_reference_tps_per_mw * commercial_workload_fit_factor,"GPT-OSS 120B B200 output-token benchmark proxy; not direct ChatGPT/API telemetry. Common filter: B200, single_turn, ISL=1024, OSL=1024, output_tok_s_mw p50. Commercial workload fit factor: ChatGPT/API demand includes reasoning and latency-sensitive surfaces; GPT-OSS throughput is not GPT production telemetry.",SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Comparable production output-token throughput with model, hardware, precision, ISL/OSL and SLO matched."
A01,contracted_power_gw,Bear,OpenAI,2027,contracted_power_gw,6.75,GW,Fact anchor + scenario ceiling,Medium,linear interpolation between 2026 and 2030 company capacity endpoints,2030 envelope is bounded by official Stargate planned/committed capacity; 2026 and timing remain staged scenario values.,SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_STARGATE_RAMP,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company/site-level committed MW/GW, interconnect and contract disclosure."
A02,active_power_gw,Bear,OpenAI,2027,operational_deployment_share,0.41392593,share,Scenario conversion,Medium,active_power_gw / contracted_power_gw,This is the single explicit conversion from contracted/attributed capacity to operationally usable capacity.,SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_STARGATE_RAMP,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Energized operational capacity divided by contracted/attributed capacity.
A02,active_power_gw,Bear,OpenAI,2027,active_power_gw,2.794,GW,Derived scenario,Medium,contracted_power_gw * operational_deployment_share,Official capacity announcements are converted to active GW only through energization/GPU-deployment ramp assumptions.,SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_STARGATE_RAMP,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Energization dates, accelerator deliveries and operational powered-rack telemetry."
A03,pue,Bear,OpenAI,2027,pue,1.2,ratio,Scenario parameter,Medium,it_load_gw = active_power_gw / pue,No provider-wide site-level PUE is used as a disclosed fact; PUE represents facility-to-IT conversion within the scenario.,ASSUMP_POWER_RAMP,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Site-level measured PUE matched to attributed AI capacity.
A02,active_power_gw,Bear,OpenAI,2027,it_load_gw,2.328,GW,Derived formula,Medium,active_power_gw / pue,Facility power is converted to IT-deliverable power before attributing AI workloads.,SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_STARGATE_RAMP,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute once active power and PUE become site-observable.
A04,ai_workload_share,Bear,OpenAI,2027,ai_workload_share,0.88,share,Scenario allocation,Medium,ai_it_load_gw = it_load_gw * ai_workload_share,"Stargate capacity is AI-oriented but includes reserve, platform and non-token AI activity; 88% is a scenario.",SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Model-owner AI workload allocation or cluster scheduling telemetry.
A04,ai_workload_share,Bear,OpenAI,2027,ai_it_load_gw,2.049,GW,Derived formula,Medium,it_load_gw * ai_workload_share,Only the AI-attributed portion of IT load enters training/inference allocation.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after ai_workload_share is replaced by telemetry.
A11,gpu_asic_mix,Bear,OpenAI,2027,gpu_share,1.0,share of inference-serving accelerator load,Numeric scenario,Medium,gpu_share interpolated from company 2026/2030 accelerator-mix endpoints,OpenAI states Oracle began delivering NVIDIA GB200 racks for Stargate. No operated custom-ASIC mix is publicly quantified in the model.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,OpenAI hardware allocation and output-token throughput by model/product surface.
A11,gpu_asic_mix,Bear,OpenAI,2027,h200_share,0.438,share of inference-serving accelerator load,Editable numeric scenario,Medium,h200_share = gpu_share * default_gpu_generation_mix_h200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bear,OpenAI,2027,b200_share,0.388,share of inference-serving accelerator load,Editable numeric scenario,Medium,b200_share = gpu_share * default_gpu_generation_mix_b200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bear,OpenAI,2027,gb200_share,0.174,share of inference-serving accelerator load,Editable numeric scenario,Medium,gb200_share = gpu_share * default_gpu_generation_mix_gb200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bear,OpenAI,2027,purpose_built_accelerator_share,0.0,share of inference-serving accelerator load,Numeric scenario,Medium,1 - gpu_share,Purpose-built bucket: No disclosed operated custom ASIC share. OpenAI states Oracle began delivering NVIDIA GB200 racks for Stargate. No operated custom-ASIC mix is publicly quantified in the model.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,OpenAI hardware allocation and output-token throughput by model/product surface.
A08,tokens_per_second_per_mw,Bear,OpenAI,2027,fleet_reference_tps_per_mw,569192,generated output tokens/sec/MW,Fleet-weighted public benchmark reference,Medium,h200_share*h200_reference + b200_share*b200_reference + gb200_share*gb200_reference + purpose_built_share*purpose_built_reference,"Selected InferenceX proxy model: gptoss120b. Each GPU-generation reference is public benchmark input or documented B200 placeholder, not measured company production throughput.",SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Comparable production output-token throughput or a more closely matched benchmark.
A08,tokens_per_second_per_mw,Bear,OpenAI,2027,commercial_workload_fit_factor,0.3,share of public reference throughput,Scenario assumption,Medium,reference_serving_tps_per_mw = fleet_reference_tps_per_mw * commercial_workload_fit_factor,"Commercial workload class: GPT / ChatGPT / API with reasoning mix. Closed-model, reasoning, long-context and SLO mismatch is made explicit rather than hiding it in the benchmark.",SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Matched commercial serving benchmark by product surface, context shape and latency SLO."
A08,tokens_per_second_per_mw,Bear,OpenAI,2027,reference_serving_tps_per_mw,170758,generated output tokens/sec/MW,Workload-adjusted benchmark proxy,Medium,fleet_reference_tps_per_mw * commercial_workload_fit_factor,This is the coefficient used for headline token generation; it is intentionally below the raw public reference unless the commercial workload is closely matched.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider production output-token throughput with comparable workload/SLO.
A08,tokens_per_second_per_mw,Bear,OpenAI,2027,purpose_built_tps_per_mw,217482,generated output tokens/sec/MW,Conservative no-uplift proxy,Medium,purpose_built_tps_per_mw = purpose_built_reference_tps_per_mw * commercial_workload_fit_factor until comparable output-token benchmark is adopted,No comparable public output-token/MW row adopted; B200 public reference placeholder is used and remains editable.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Matched-workload generated-output benchmark for the provider purpose-built accelerator.
A05,inference_power_share,Bear,OpenAI,2027,inference_power_share,0.545,share of AI IT load,Scenario allocation,Medium,inference_gw = ai_it_load_gw * inference_power_share,ChatGPT/API/enterprise commercial surfaces support increasing inference allocation while training remains material.,SRC_OPENAI_GPT41_DOCS; SRC_OPENAI_STARGATE_ORACLE; SRC_OPENAI_STARGATE_PROGRESS; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,ASSUMP_STARGATE_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider-specific inference/training workload power telemetry.
