analysis_layer,source_section,target_section,source_metric,source_transform,target_metric,target_transform,target_transform_col,lag_quarters,timing,lag_interpretation,observations,corr,r_squared,beta_target_per_1_source,status
Procurement spend -> Supplier revenue,CPU,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,CPU Cost of revenue leads AI Platforms Revenue by 6 quarter(s),25,0.37317786604084535,0.13926171970279913,2.549759671468591,ok
Procurement spend -> Supplier revenue,CPU,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,CPU Cost of revenue leads AI Platforms Revenue by 7 quarter(s),24,0.7026975049063022,0.49378378340154266,4.777247840677064,ok
Procurement spend -> Supplier revenue,CPU,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,CPU Cost of revenue leads AI Platforms Revenue by 8 quarter(s),23,0.7371848454184343,0.5434414963146009,5.519768073731357,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,AI Software Revenue leads CPU Cost of revenue by 4 quarter(s),24,-0.39058805613940545,0.15255902959875933,-0.0014313423855669817,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,AI Software Revenue leads CPU Cost of revenue by 3 quarter(s),25,-0.35340944652354583,0.124898236892079,-0.001383833243874108,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,AI Software Revenue leads CPU Cost of revenue by 2 quarter(s),26,-0.27544080122250075,0.07586763497809318,-0.001121443103008849,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,AI Software Revenue leads CPU Cost of revenue by 1 quarter(s),27,-0.3290630689209014,0.10828250332764192,-0.0014182695734220312,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,CPU Cost of revenue and AI Software Revenue move in the same quarter,28,0.8320034994369367,0.6922298230753088,0.006457031979397357,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,CPU Cost of revenue leads AI Software Revenue by 1 quarter(s),27,-0.06047700884710078,0.003657468599092306,-0.17833787175113566,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,CPU Cost of revenue leads AI Software Revenue by 2 quarter(s),26,-0.42128007412521584,0.17747690085494736,-1.236522146430625,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,CPU Cost of revenue leads AI Software Revenue by 3 quarter(s),25,-0.18877997416356915,0.03563787864519784,-0.5855706386737589,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,CPU Cost of revenue leads AI Software Revenue by 4 quarter(s),24,0.20130817734326065,0.04052498226526568,0.6210756259765862,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,CPU Cost of revenue leads AI Software Revenue by 5 quarter(s),23,0.3255368224397468,0.10597422276416724,1.0900373811494672,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,CPU Cost of revenue leads AI Software Revenue by 6 quarter(s),22,0.16536401626625216,0.027345257875705308,0.6533742275202448,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,CPU Cost of revenue leads AI Software Revenue by 7 quarter(s),21,0.10339967799228522,0.010691493408908273,0.4496782093715411,ok
Procurement spend -> Supplier revenue,CPU,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,CPU Cost of revenue leads AI Software Revenue by 8 quarter(s),20,-0.11688072885828178,0.013661104778443183,-0.5836656596082259,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,Cooling Revenue leads CPU Cost of revenue by 4 quarter(s),26,-0.3121091835048832,0.09741214242808485,-0.0007058687654250055,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,Cooling Revenue leads CPU Cost of revenue by 3 quarter(s),27,-0.2453515099233266,0.060197363421656234,-0.0005556090282440901,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,Cooling Revenue leads CPU Cost of revenue by 2 quarter(s),28,0.07871580109754585,0.0061961773424284005,0.00018382013417973624,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,Cooling Revenue leads CPU Cost of revenue by 1 quarter(s),29,0.7523304687959647,0.566001134278756,0.06273115116060612,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,CPU Cost of revenue and Cooling Revenue move in the same quarter,30,0.7353183932550839,0.5406931394592381,0.06591700846815823,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,CPU Cost of revenue leads Cooling Revenue by 1 quarter(s),29,0.897832971640761,0.8061040449652797,0.12199263522782708,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,CPU Cost of revenue leads Cooling Revenue by 2 quarter(s),28,0.370064868260276,0.13694800672049545,0.07489620786318661,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,CPU Cost of revenue leads Cooling Revenue by 3 quarter(s),27,-0.32281434095414774,0.10420909872566074,-24.96007200256457,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,CPU Cost of revenue leads Cooling Revenue by 4 quarter(s),26,-0.14488499779953554,0.020991662587371417,-11.185000348696638,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,CPU Cost of revenue leads Cooling Revenue by 5 quarter(s),25,0.38227250800440693,0.14613227037597937,31.35583853483936,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,CPU Cost of revenue leads Cooling Revenue by 6 quarter(s),24,0.41861403800684016,0.17523771281639222,13.94495959744136,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,CPU Cost of revenue leads Cooling Revenue by 7 quarter(s),23,0.5319086145994795,0.28292677428513757,44.822996445770706,ok
Procurement spend -> Supplier revenue,CPU,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,CPU Cost of revenue leads Cooling Revenue by 8 quarter(s),23,0.5284900091081538,0.2793016897271365,47.769129621537566,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,DRAM Revenue leads CPU Cost of revenue by 4 quarter(s),24,-0.4008977536649844,0.16071900889363053,-0.004758463154738823,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,DRAM Revenue leads CPU Cost of revenue by 3 quarter(s),25,-0.35882827170224363,0.12875772857281917,-0.004558647613828671,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,DRAM Revenue leads CPU Cost of revenue by 2 quarter(s),26,-0.3249755666274383,0.1056091189048246,-0.0043632598290214,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,DRAM Revenue leads CPU Cost of revenue by 1 quarter(s),27,-0.29820996041664216,0.08892918049169528,-0.004192812849899075,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,CPU Cost of revenue and DRAM Revenue move in the same quarter,28,-0.12434124548431272,0.015460745328590118,-0.0017607911313495994,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,CPU Cost of revenue leads DRAM Revenue by 1 quarter(s),27,-0.0028299290035386417,8.008498165069209e-06,-0.01497346707543341,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,CPU Cost of revenue leads DRAM Revenue by 2 quarter(s),26,-0.24994815584535365,0.0624740806104932,-1.3001797063634133,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,CPU Cost of revenue leads DRAM Revenue by 3 quarter(s),25,-0.4684193111500653,0.2194166510583017,-2.5890384857954305,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,CPU Cost of revenue leads DRAM Revenue by 4 quarter(s),24,-0.31657335214284216,0.10021868728695595,-1.7482325972536472,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,CPU Cost of revenue leads DRAM Revenue by 5 quarter(s),23,-0.14852199850804404,0.022058784040823436,-0.9008080080631757,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,CPU Cost of revenue leads DRAM Revenue by 6 quarter(s),22,-0.0156417552311426,0.00024466450671097685,-0.11137504859013092,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,CPU Cost of revenue leads DRAM Revenue by 7 quarter(s),21,-0.2804330548438757,0.0786426982490682,-2.1941970787093275,ok
Procurement spend -> Supplier revenue,CPU,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,CPU Cost of revenue leads DRAM Revenue by 8 quarter(s),20,-0.46673567014838596,0.21784218578886294,-4.1778980537995185,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,Energy Revenue leads CPU Cost of revenue by 4 quarter(s),24,-0.08877445306696818,0.007880903517339336,-0.004762785245246732,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,Energy Revenue leads CPU Cost of revenue by 3 quarter(s),25,-0.0855813364849093,0.007324165154543268,-0.00460289160754068,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,Energy Revenue leads CPU Cost of revenue by 2 quarter(s),26,0.11186752213190893,0.012514342507933133,0.0060480408321716235,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,Energy Revenue leads CPU Cost of revenue by 1 quarter(s),27,-0.057528547941395454,0.0033095338282454353,-0.0031026997489065297,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,CPU Cost of revenue and Energy Revenue move in the same quarter,28,0.5387697635108436,0.2902728580735303,0.006653498376553585,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,CPU Cost of revenue leads Energy Revenue by 1 quarter(s),27,-0.08085432156698125,0.006537421316056809,-1.6734290301527037,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,CPU Cost of revenue leads Energy Revenue by 2 quarter(s),26,0.06896591250505604,0.004756297087655045,1.4264542422914663,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,CPU Cost of revenue leads Energy Revenue by 3 quarter(s),25,-0.03702426584289151,0.0013707962612051028,-0.811775773411003,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,CPU Cost of revenue leads Energy Revenue by 4 quarter(s),24,-0.06373737764314061,0.00406245330882432,-1.3935021841912318,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,CPU Cost of revenue leads Energy Revenue by 5 quarter(s),23,-0.030931095057319252,0.0009567326414449195,-0.748763638831152,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,CPU Cost of revenue leads Energy Revenue by 6 quarter(s),23,0.32327909544895994,0.10450937355429775,1.8093704710212717,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,CPU Cost of revenue leads Energy Revenue by 7 quarter(s),22,0.13984225145420445,0.019555855291780947,0.9257278799238673,ok
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,CPU Cost of revenue leads Energy Revenue by 8 quarter(s),21,0.16652897451916115,0.027731899354403424,1.218184786158142,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,HW equipment Revenue leads CPU Cost of revenue by 4 quarter(s),26,-0.09116486204470498,0.00831103207163009,-0.008961511509914399,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,HW equipment Revenue leads CPU Cost of revenue by 3 quarter(s),27,-0.09690166345009346,0.009389932379395179,-0.009523015506043541,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,HW equipment Revenue leads CPU Cost of revenue by 2 quarter(s),28,-0.08690980129837345,0.007553313561722755,-0.008531691929080834,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,HW equipment Revenue leads CPU Cost of revenue by 1 quarter(s),29,-0.07030214559858913,0.004942391675765225,-0.00689168131097282,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,CPU Cost of revenue and HW equipment Revenue move in the same quarter,30,-0.01954944962182848,0.00038218098051640974,-0.0018560266388130424,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,CPU Cost of revenue leads HW equipment Revenue by 1 quarter(s),29,-0.02344139770893911,0.0005494991265486558,-0.0034776509547490156,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,CPU Cost of revenue leads HW equipment Revenue by 2 quarter(s),28,-0.006086438426126579,3.704473271503019e-05,-0.0013449647448985221,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,CPU Cost of revenue leads HW equipment Revenue by 3 quarter(s),27,0.15357964864788673,0.023586708478808335,12.942348430678992,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,CPU Cost of revenue leads HW equipment Revenue by 4 quarter(s),26,0.03025027425644332,0.0009150790925900374,2.5438090809000595,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,CPU Cost of revenue leads HW equipment Revenue by 5 quarter(s),25,-0.17284396956301995,0.029875037814302167,-15.446998133716415,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,CPU Cost of revenue leads HW equipment Revenue by 6 quarter(s),24,-0.03907360970725572,0.0015267469755549485,-3.4890657716914193,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,CPU Cost of revenue leads HW equipment Revenue by 7 quarter(s),23,0.3496342886684029,0.1222441358126601,9.658031511569067,ok
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,CPU Cost of revenue leads HW equipment Revenue by 8 quarter(s),23,0.08678273497815647,0.007531243090288943,2.405199025202191,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,Hyperscalers Revenue leads CPU Cost of revenue by 4 quarter(s),26,-0.8507923685203234,0.7238476543324217,-0.001128630166620111,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,Hyperscalers Revenue leads CPU Cost of revenue by 3 quarter(s),27,-0.7930892750698713,0.6289905982308539,-0.0011887215178614915,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,Hyperscalers Revenue leads CPU Cost of revenue by 2 quarter(s),28,0.31158094944603487,0.09708268805769253,0.0007156906083990113,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,Hyperscalers Revenue leads CPU Cost of revenue by 1 quarter(s),29,0.7782243380899004,0.6056331203954637,0.012347017650432454,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,CPU Cost of revenue and Hyperscalers Revenue move in the same quarter,30,0.8445862905978304,0.7133260022658029,0.06592667615819094,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,CPU Cost of revenue leads Hyperscalers Revenue by 1 quarter(s),29,0.8609912268717945,0.741305892750198,0.10193178474699,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,CPU Cost of revenue leads Hyperscalers Revenue by 2 quarter(s),28,0.97911842541598,0.958672890989068,0.17269676904868392,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,CPU Cost of revenue leads Hyperscalers Revenue by 3 quarter(s),27,-0.07700869697431331,0.005930339409681612,-5.186097729992116,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,CPU Cost of revenue leads Hyperscalers Revenue by 4 quarter(s),26,-0.33593443785069155,0.11285194653406014,-22.600262253078235,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,CPU Cost of revenue leads Hyperscalers Revenue by 5 quarter(s),25,0.07341091249502098,0.005389162073351627,5.245603996225245,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,CPU Cost of revenue leads Hyperscalers Revenue by 6 quarter(s),24,0.5185873428510215,0.2689328321652829,37.01494197712555,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,CPU Cost of revenue leads Hyperscalers Revenue by 7 quarter(s),23,0.6039054402197241,0.3647017807269788,47.579614670053225,ok
Procurement spend -> Supplier revenue,CPU,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,CPU Cost of revenue leads Hyperscalers Revenue by 8 quarter(s),22,0.5055432923391078,0.2555740204290646,47.24748010137345,ok
Procurement spend -> Supplier revenue,CPU,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,NAND Revenue leads CPU Cost of revenue by 4 quarter(s),26,0.3594658947869214,0.12921572951496207,0.0014214655386213847,ok
Procurement spend -> Supplier revenue,CPU,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,NAND Revenue leads CPU Cost of revenue by 3 quarter(s),27,0.047832890754521164,0.0022879854379339562,0.0001903783269878792,ok
Procurement spend -> Supplier revenue,CPU,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,NAND Revenue leads CPU Cost of revenue by 2 quarter(s),28,-0.009365494702981456,8.771249103157372e-05,-3.723976798141502e-05,ok
Procurement spend -> Supplier revenue,CPU,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,NAND Revenue leads CPU Cost of revenue by 1 quarter(s),29,-0.11160127360000797,0.012454844269143837,-0.0004432742758193109,ok
Procurement spend -> Supplier revenue,CPU,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,CPU Cost of revenue and NAND Revenue move in the same quarter,30,-0.1441958603160616,0.02079244613228915,-0.0005772704671665227,ok
